CustomerID,Segment,recency,frequency,monetary,aov,tenure_days,R_score,F_score,M_score,RFM_total,primary_country
15601,Champions,11,14,6776.56,484.04,361,5.0,3.0,5.0,13.0,United Kingdom
15604,Hibernating,52,1,216.39,216.39,0,3.0,3.0,1.0,7.0,United Kingdom
15605,Loyal Customers,36,5,1198.23,239.64600000000002,337,3.0,3.0,4.0,10.0,United Kingdom
15606,Loyal Customers,61,9,2920.16,324.4622222222222,263,3.0,3.0,5.0,11.0,United Kingdom
15607,Hibernating,336,1,104.76,104.76,0,1.0,3.0,1.0,5.0,United Kingdom
15608,Loyal Customers,28,4,1093.68,273.42,92,4.0,3.0,4.0,11.0,United Kingdom
15609,Hibernating,184,1,298.48,298.48,0,1.0,3.0,2.0,6.0,United Kingdom
15610,Hibernating,51,1,112.46000000000001,112.46000000000001,0,3.0,3.0,1.0,7.0,United Kingdom
15611,Champions,9,11,1570.45,142.76818181818183,325,5.0,3.0,4.0,12.0,United Kingdom
15612,At Risk,36,2,195.15,97.575,25,3.0,3.0,1.0,7.0,United Kingdom
15615,Champions,10,23,10399.74,452.1626086956522,348,5.0,3.0,5.0,13.0,United Kingdom
15618,Loyal Customers,32,4,776.851,194.21275,103,4.0,3.0,3.0,10.0,United Kingdom
15620,Loyal Customers,56,3,1553.18,517.7266666666667,301,3.0,3.0,4.0,10.0,United Kingdom
15622,Champions,43,9,3709.56,412.17333333333335,239,3.0,3.0,5.0,11.0,United Kingdom
15623,Hibernating,141,1,301.03,301.03,0,2.0,3.0,2.0,7.0,United Kingdom
15624,Loyal Customers,116,4,588.13,147.0325,139,2.0,3.0,3.0,8.0,United Kingdom
15625,Loyal Customers,103,4,1534.26,383.565,131,2.0,3.0,4.0,9.0,United Kingdom
15626,Loyal Customers,74,2,675.8,337.9,254,2.0,3.0,3.0,8.0,United Kingdom
15628,Champions,4,9,2870.2400000000002,318.91555555555556,362,5.0,3.0,5.0,13.0,United Kingdom
15630,Loyal Customers,45,2,1186.35,593.175,159,3.0,3.0,4.0,10.0,United Kingdom
15632,Champions,15,8,3285.31,410.66375,259,4.0,3.0,5.0,12.0,United Kingdom
15634,At Risk,17,1,243.55,243.55,0,4.0,3.0,2.0,9.0,United Kingdom
15636,Loyal Customers,89,2,724.76,362.38,192,2.0,3.0,3.0,8.0,United Kingdom
15637,Hibernating,52,1,223.36,223.36,0,3.0,3.0,1.0,7.0,United Kingdom
15639,Hibernating,134,1,425.32,425.32,0,2.0,3.0,2.0,7.0,United Kingdom
15640,Champions,4,15,12416.11,827.7406666666667,367,5.0,3.0,5.0,13.0,United Kingdom
15641,Loyal Customers,105,4,1887.2,471.8,253,2.0,3.0,5.0,10.0,United Kingdom
15643,Loyal Customers,191,3,664.0,221.33333333333334,90,1.0,3.0,3.0,7.0,United Kingdom
15644,Loyal Customers,166,4,803.54,200.885,94,2.0,3.0,3.0,8.0,United Kingdom
15645,At Risk,18,1,611.59,611.59,0,4.0,3.0,3.0,10.0,United Kingdom
15646,Hibernating,157,3,447.64000000000004,149.21333333333334,214,2.0,3.0,2.0,7.0,United Kingdom
15648,Hibernating,204,2,639.5,319.75,62,1.0,3.0,3.0,7.0,United Kingdom
15651,Loyal Customers,36,3,646.3,215.4333333333333,223,3.0,3.0,3.0,9.0,United Kingdom
15652,Hibernating,91,1,337.74,337.74,0,2.0,3.0,2.0,7.0,United Kingdom
15655,Hibernating,243,1,560.6700000000001,560.6700000000001,0,1.0,3.0,3.0,7.0,United Kingdom
15656,Loyal Customers,45,4,748.5,187.125,238,3.0,3.0,3.0,9.0,United Kingdom
15658,Loyal Customers,190,5,1024.1000000000001,204.82000000000002,182,1.0,3.0,4.0,8.0,United Kingdom
15659,At Risk,43,1,306.45,306.45,0,3.0,3.0,2.0,8.0,United Kingdom
15660,Champions,25,9,1600.86,177.87333333333333,340,4.0,3.0,4.0,11.0,United Kingdom
15663,Hibernating,106,1,138.14,138.14,0,2.0,3.0,1.0,6.0,United Kingdom
15664,Hibernating,50,1,386.43,386.43,0,3.0,3.0,2.0,8.0,United Kingdom
15665,Loyal Customers,168,2,2222.21,1111.105,74,2.0,3.0,5.0,10.0,United Kingdom
15667,At Risk,39,1,301.32,301.32,0,3.0,3.0,2.0,8.0,United Kingdom
15669,Loyal Customers,40,4,684.34,171.085,223,3.0,3.0,3.0,9.0,United Kingdom
15670,Hibernating,296,1,173.05,173.05,0,1.0,3.0,1.0,5.0,United Kingdom
15673,Loyal Customers,88,4,2726.23,681.5575,238,2.0,3.0,5.0,10.0,United Kingdom
15674,Loyal Customers,73,4,2111.89,527.9725,181,2.0,3.0,5.0,10.0,United Kingdom
15676,Loyal Customers,18,3,3435.76,1145.2533333333333,265,4.0,3.0,5.0,12.0,United Kingdom
15677,At Risk,49,1,657.23,657.23,0,3.0,3.0,3.0,9.0,United Kingdom
15678,Hibernating,52,1,352.7,352.7,0,3.0,3.0,2.0,8.0,United Kingdom
15679,Loyal Customers,24,4,781.28,195.32,158,4.0,3.0,3.0,10.0,United Kingdom
15680,At Risk,9,3,1333.68,444.56,356,5.0,3.0,4.0,12.0,United Kingdom
15681,Loyal Customers,25,5,1426.16,285.232,255,4.0,3.0,4.0,11.0,United Kingdom
15683,Hibernating,117,1,193.75,193.75,0,2.0,3.0,1.0,6.0,United Kingdom
15687,Champions,8,9,2993.1,332.56666666666666,321,5.0,3.0,5.0,13.0,United Kingdom
15689,Hibernating,119,2,254.1,127.05,241,2.0,3.0,2.0,7.0,United Kingdom
15692,At Risk,28,1,191.04,191.04,0,4.0,3.0,1.0,8.0,United Kingdom
15695,Hibernating,266,2,409.98,204.99,0,1.0,3.0,2.0,6.0,United Kingdom
15696,Champions,33,8,2711.11,338.88875,293,3.0,3.0,5.0,11.0,United Kingdom
15699,At Risk,17,1,309.65,309.65,0,4.0,3.0,2.0,9.0,United Kingdom
15700,Hibernating,172,2,696.68,348.34,1,2.0,3.0,3.0,8.0,United Kingdom
15701,Champions,2,4,1529.0,382.25,108,5.0,3.0,4.0,12.0,United Kingdom
15703,Hibernating,264,1,211.5,211.5,0,1.0,3.0,1.0,5.0,United Kingdom
15704,Loyal Customers,140,4,2293.62,573.405,75,2.0,3.0,5.0,10.0,United Kingdom
15705,Hibernating,201,1,143.1,143.1,0,1.0,3.0,1.0,5.0,United Kingdom
15706,Loyal Customers,63,4,1060.56,265.14,52,3.0,3.0,4.0,10.0,United Kingdom
15707,Loyal Customers,35,4,916.98,229.245,51,3.0,3.0,4.0,10.0,United Kingdom
15708,Loyal Customers,40,7,3235.25,462.17857142857144,328,3.0,3.0,5.0,11.0,United Kingdom
15712,Loyal Customers,9,5,1072.3600000000001,214.47200000000004,278,5.0,3.0,4.0,12.0,United Kingdom
15713,Hibernating,143,2,356.7,178.35,222,2.0,3.0,2.0,7.0,United Kingdom
15714,At Risk,11,2,330.03000000000003,165.01500000000001,66,5.0,3.0,2.0,10.0,United Kingdom
15716,Loyal Customers,145,4,1101.11,275.2775,223,2.0,3.0,4.0,9.0,United Kingdom
15717,Hibernating,234,1,150.3,150.3,0,1.0,3.0,1.0,5.0,United Kingdom
15719,Champions,32,13,5028.42,386.8015384615385,304,4.0,3.0,5.0,12.0,United Kingdom
15720,At Risk,24,1,598.73,598.73,0,4.0,3.0,3.0,10.0,United Kingdom
15721,At Risk,11,1,471.40000000000003,471.40000000000003,0,5.0,3.0,3.0,11.0,United Kingdom
15722,Loyal Customers,35,5,2211.21,442.242,254,3.0,3.0,5.0,11.0,United Kingdom
15723,Hibernating,364,1,190.7,190.7,0,1.0,3.0,1.0,5.0,United Kingdom
15724,Hibernating,201,2,218.25,109.125,83,1.0,3.0,1.0,5.0,United Kingdom
15725,At Risk,15,1,415.25,415.25,0,4.0,3.0,2.0,9.0,United Kingdom
15727,Champions,16,7,5159.06,737.0085714285715,342,4.0,3.0,5.0,12.0,United Kingdom
15729,Hibernating,212,1,85.0,85.0,0,1.0,3.0,1.0,5.0,United Kingdom
15730,Loyal Customers,65,3,1120.88,373.6266666666667,140,3.0,3.0,4.0,10.0,United Kingdom
15732,Hibernating,212,2,294.12,147.06,159,1.0,3.0,2.0,6.0,United Kingdom
15733,Hibernating,282,1,162.3,162.3,0,1.0,3.0,1.0,5.0,United Kingdom
15734,Loyal Customers,114,2,1339.45,669.725,85,2.0,3.0,4.0,9.0,United Kingdom
15737,Champions,14,8,1188.1200000000001,148.51500000000001,228,5.0,3.0,4.0,12.0,United Kingdom
15738,Champions,18,16,4812.42,300.77625,353,4.0,3.0,5.0,12.0,United Kingdom
15740,Hibernating,49,1,154.88,154.88,0,3.0,3.0,1.0,7.0,United Kingdom
15743,Loyal Customers,16,4,775.96,193.99,168,4.0,3.0,3.0,10.0,United Kingdom
15745,Loyal Customers,19,4,1094.59,273.6475,217,4.0,3.0,4.0,11.0,United Kingdom
15746,Hibernating,134,1,196.88,196.88,0,2.0,3.0,1.0,6.0,United Kingdom
15747,At Risk,12,3,946.64,315.5466666666667,160,5.0,3.0,4.0,12.0,United Kingdom
15748,Hibernating,40,1,144.36,144.36,0,3.0,3.0,1.0,7.0,United Kingdom
15750,Champions,2,8,2463.05,307.88125,364,5.0,3.0,5.0,13.0,United Kingdom
15752,Loyal Customers,39,7,2626.6,375.2285714285714,333,3.0,3.0,5.0,11.0,United Kingdom
15754,Loyal Customers,51,3,458.57,152.85666666666665,195,3.0,3.0,3.0,9.0,United Kingdom
15755,Champions,10,6,2364.25,394.0416666666667,284,5.0,3.0,5.0,13.0,United Kingdom
15756,Loyal Customers,61,4,528.01,132.0025,187,3.0,3.0,3.0,9.0,United Kingdom
15757,Loyal Customers,65,2,714.4200000000001,357.21000000000004,152,3.0,3.0,3.0,9.0,United Kingdom
15758,At Risk,24,1,205.25,205.25,0,4.0,3.0,1.0,8.0,United Kingdom
15759,Hibernating,218,3,253.04,84.34666666666666,139,1.0,3.0,2.0,6.0,United Kingdom
15762,Loyal Customers,65,2,583.75,291.875,12,3.0,3.0,3.0,9.0,United Kingdom
15763,Loyal Customers,31,2,1086.92,543.46,45,4.0,3.0,4.0,11.0,United Kingdom
15764,Loyal Customers,88,6,3279.97,546.6616666666666,188,2.0,3.0,5.0,10.0,United Kingdom
15766,Hibernating,64,1,315.06,315.06,0,3.0,3.0,2.0,8.0,United Kingdom
15768,Loyal Customers,115,3,621.83,207.27666666666667,110,2.0,3.0,3.0,8.0,United Kingdom
15774,Hibernating,68,1,270.8,270.8,0,3.0,3.0,2.0,8.0,United Kingdom
15775,Hibernating,245,1,104.9,104.9,0,1.0,3.0,1.0,5.0,United Kingdom
15776,Hibernating,133,1,241.62,241.62,0,2.0,3.0,2.0,7.0,United Kingdom
15777,Loyal Customers,241,4,1047.11,261.7775,120,1.0,3.0,4.0,8.0,United Kingdom
15780,Hibernating,183,3,475.28000000000003,158.42666666666668,174,1.0,3.0,3.0,7.0,United Kingdom
15781,At Risk,25,3,345.46,115.15333333333332,280,4.0,3.0,2.0,9.0,United Kingdom
15783,At Risk,10,1,246.3,246.3,0,5.0,3.0,2.0,10.0,United Kingdom
15785,Loyal Customers,32,5,2328.97,465.794,262,4.0,3.0,5.0,12.0,United Kingdom
15786,Loyal Customers,46,3,4919.0,1639.6666666666667,68,3.0,3.0,5.0,11.0,United Kingdom
15787,Loyal Customers,26,3,933.26,311.08666666666664,35,4.0,3.0,4.0,11.0,United Kingdom
15789,Hibernating,358,1,351.3,351.3,0,1.0,3.0,2.0,6.0,United Kingdom
15790,At Risk,10,1,218.75,218.75,0,5.0,3.0,1.0,9.0,United Kingdom
15791,Loyal Customers,43,2,1612.69,806.345,160,3.0,3.0,4.0,10.0,United Kingdom
15795,Hibernating,149,1,610.01,610.01,0,2.0,3.0,3.0,8.0,United Kingdom
15796,Champions,1,8,2707.61,338.45125,301,5.0,3.0,5.0,13.0,United Kingdom
15799,Loyal Customers,75,3,884.14,294.7133333333333,258,2.0,3.0,4.0,9.0,United Kingdom
15800,Hibernating,107,2,696.89,348.445,139,2.0,3.0,3.0,8.0,United Kingdom
15801,Loyal Customers,46,3,1063.95,354.65000000000003,63,3.0,3.0,4.0,10.0,United Kingdom
15804,Champions,0,13,4206.39,323.5684615384616,198,5.0,3.0,5.0,13.0,United Kingdom
15805,Champions,23,17,5488.18,322.83411764705886,341,4.0,3.0,5.0,12.0,United Kingdom
15806,Loyal Customers,46,3,784.58,261.5266666666667,230,3.0,3.0,3.0,9.0,United Kingdom
15807,Loyal Customers,50,3,903.9,301.3,26,3.0,3.0,4.0,10.0,United Kingdom
15808,Loyal Customers,306,4,3651.27,912.8175,63,1.0,3.0,5.0,9.0,United Kingdom
15809,Loyal Customers,36,5,515.77,103.154,266,3.0,3.0,3.0,9.0,United Kingdom
15810,Loyal Customers,78,4,1391.98,347.995,218,2.0,3.0,4.0,9.0,United Kingdom
15811,Loyal Customers,22,6,2218.62,369.77,343,4.0,3.0,5.0,12.0,United Kingdom
15813,Loyal Customers,207,2,1303.91,651.955,31,1.0,3.0,4.0,8.0,United Kingdom
15814,Loyal Customers,16,4,1945.33,486.3325,33,4.0,3.0,5.0,12.0,United Kingdom
15819,Loyal Customers,49,4,1905.45,476.3625,227,3.0,3.0,5.0,11.0,United Kingdom
15820,Hibernating,319,1,206.98,206.98,0,1.0,3.0,1.0,5.0,United Kingdom
15821,At Risk,44,2,570.96,285.48,17,3.0,3.0,3.0,9.0,United Kingdom
15822,At Risk,3,2,885.47,442.735,356,5.0,3.0,4.0,12.0,United Kingdom
15825,Hibernating,172,1,532.94,532.94,0,2.0,3.0,3.0,8.0,United Kingdom
15826,Loyal Customers,56,3,1654.31,551.4366666666666,154,3.0,3.0,4.0,10.0,United Kingdom
15827,Champions,73,14,1836.0900000000001,131.14928571428572,299,2.0,3.0,4.0,9.0,United Kingdom
15829,Hibernating,99,2,636.14,318.07,41,2.0,3.0,3.0,8.0,United Kingdom
15830,At Risk,37,1,576.0,576.0,0,3.0,3.0,3.0,9.0,United Kingdom
15831,Loyal Customers,58,3,794.64,264.88,265,3.0,3.0,3.0,9.0,United Kingdom
15832,Hibernating,254,1,836.79,836.79,0,1.0,3.0,3.0,7.0,United Kingdom
15834,Loyal Customers,70,4,2222.65,555.6625,206,2.0,3.0,5.0,10.0,United Kingdom
15835,Loyal Customers,44,4,954.09,238.5225,286,3.0,3.0,4.0,10.0,United Kingdom
15836,Hibernating,50,1,137.37,137.37,0,3.0,3.0,1.0,7.0,United Kingdom
15837,Hibernating,64,1,391.98,391.98,0,3.0,3.0,2.0,8.0,United Kingdom
15839,Loyal Customers,33,3,1048.49,349.49666666666667,114,3.0,3.0,4.0,10.0,United Kingdom
15840,Hibernating,58,2,355.56,177.78,113,3.0,3.0,2.0,8.0,United Kingdom
15843,Hibernating,303,1,118.95000000000002,118.95000000000002,0,1.0,3.0,1.0,5.0,United Kingdom
15844,Hibernating,46,1,130.74,130.74,0,3.0,3.0,1.0,7.0,United Kingdom
15845,Champions,17,8,3711.77,463.97125,319,4.0,3.0,5.0,12.0,United Kingdom
15850,At Risk,19,2,234.88,117.44,148,4.0,3.0,1.0,8.0,United Kingdom
15852,Hibernating,186,2,160.71,80.355,10,1.0,3.0,1.0,5.0,United Kingdom
15853,Hibernating,51,1,110.8,110.8,0,3.0,3.0,1.0,7.0,United Kingdom
15854,Champions,4,12,2969.1200000000003,247.4266666666667,357,5.0,3.0,5.0,13.0,United Kingdom
15855,Loyal Customers,136,5,712.24,142.448,126,2.0,3.0,3.0,8.0,United Kingdom
15856,Champions,4,27,16142.380000000001,597.8659259259259,361,5.0,3.0,5.0,13.0,United Kingdom
15858,Loyal Customers,15,5,1427.57,285.514,351,4.0,3.0,4.0,11.0,United Kingdom
15860,Loyal Customers,40,8,965.16,120.645,327,3.0,3.0,4.0,10.0,United Kingdom
15861,Champions,12,8,3146.92,393.365,254,5.0,3.0,5.0,13.0,United Kingdom
15862,At Risk,8,4,832.88,208.22,365,5.0,3.0,3.0,11.0,United Kingdom
15863,At Risk,25,2,68.84,34.42,167,4.0,3.0,1.0,8.0,United Kingdom
15865,Loyal Customers,40,3,895.13,298.37666666666667,173,3.0,3.0,4.0,10.0,United Kingdom
15866,Hibernating,101,1,211.89,211.89,0,2.0,3.0,1.0,6.0,United Kingdom
15867,Champions,5,15,3803.6,253.57333333333332,363,5.0,3.0,5.0,13.0,United Kingdom
15869,Hibernating,277,2,149.64,74.82,0,1.0,3.0,1.0,5.0,United Kingdom
15870,At Risk,32,1,351.44,351.44,0,4.0,3.0,2.0,9.0,United Kingdom
15872,At Risk,14,2,316.25,158.125,0,5.0,3.0,2.0,10.0,United Kingdom
15877,At Risk,1,2,490.33,245.165,16,5.0,3.0,3.0,11.0,United Kingdom
15880,Hibernating,369,1,329.03,329.03,0,1.0,3.0,2.0,6.0,United Kingdom
15881,Loyal Customers,312,5,501.39000000000004,100.278,52,1.0,3.0,3.0,7.0,United Kingdom
15882,Loyal Customers,198,4,514.08,128.52,169,1.0,3.0,3.0,7.0,United Kingdom
15883,At Risk,2,2,396.48,198.24,31,5.0,3.0,2.0,10.0,United Kingdom
15885,Hibernating,93,1,349.35,349.35,0,2.0,3.0,2.0,7.0,United Kingdom
15886,Hibernating,60,1,181.09,181.09,0,3.0,3.0,1.0,7.0,United Kingdom
15888,Hibernating,80,1,162.64,162.64,0,2.0,3.0,1.0,6.0,United Kingdom
15889,Hibernating,156,2,400.77,200.385,212,2.0,3.0,2.0,7.0,United Kingdom
15891,Hibernating,226,1,509.13,509.13,0,1.0,3.0,3.0,7.0,United Kingdom
15894,Hibernating,253,2,257.6,128.8,115,1.0,3.0,2.0,6.0,United Kingdom
15895,Hibernating,149,1,179.17,179.17,0,2.0,3.0,1.0,6.0,United Kingdom
15897,Hibernating,194,2,208.59,104.295,0,1.0,3.0,1.0,5.0,United Kingdom
15898,Champions,1,5,1383.83,276.76599999999996,367,5.0,3.0,4.0,12.0,United Kingdom
15899,Hibernating,368,1,56.25,56.25,0,1.0,3.0,1.0,5.0,United Kingdom
15900,At Risk,23,1,337.28,337.28,0,4.0,3.0,2.0,9.0,United Kingdom
15901,At Risk,16,3,349.75,116.58333333333333,138,4.0,3.0,2.0,9.0,United Kingdom
15904,At Risk,8,1,164.68,164.68,0,5.0,3.0,1.0,9.0,United Kingdom
15906,Champions,19,7,1567.69,223.9557142857143,235,4.0,3.0,4.0,11.0,United Kingdom
15907,At Risk,3,3,881.87,293.95666666666665,206,5.0,3.0,4.0,12.0,United Kingdom
15909,Hibernating,173,1,191.94,191.94,0,2.0,3.0,1.0,6.0,United Kingdom
15910,Champions,0,8,1228.88,153.61,315,5.0,3.0,4.0,12.0,United Kingdom
15912,Hibernating,178,2,264.62,132.31,54,2.0,3.0,2.0,7.0,United Kingdom
15916,Champions,16,8,1502.8600000000001,187.85750000000002,350,4.0,3.0,4.0,11.0,United Kingdom
15917,Hibernating,247,1,123.1,123.1,0,1.0,3.0,1.0,5.0,United Kingdom
15918,Hibernating,190,2,334.23,167.115,80,1.0,3.0,2.0,6.0,United Kingdom
15919,At Risk,19,2,525.69,262.845,349,4.0,3.0,3.0,10.0,United Kingdom
15920,Hibernating,154,3,163.55,54.51666666666667,0,2.0,3.0,1.0,6.0,United Kingdom
15921,Hibernating,172,1,323.03000000000003,323.03000000000003,0,2.0,3.0,2.0,7.0,United Kingdom
15922,Hibernating,373,1,369.5,369.5,0,1.0,3.0,2.0,6.0,United Kingdom
15923,Hibernating,372,1,127.08,127.08,0,1.0,3.0,1.0,5.0,United Kingdom
15925,Hibernating,194,1,207.14999999999998,207.14999999999998,0,1.0,3.0,1.0,5.0,United Kingdom
15930,Hibernating,67,1,426.63,426.63,0,3.0,3.0,2.0,8.0,United Kingdom
15933,Loyal Customers,21,3,1107.46,369.15333333333336,65,4.0,3.0,4.0,11.0,United Kingdom
15935,Hibernating,239,1,108.03999999999999,108.03999999999999,0,1.0,3.0,1.0,5.0,United Kingdom
15937,Hibernating,64,1,145.35,145.35,0,3.0,3.0,1.0,7.0,United Kingdom
15938,Loyal Customers,112,5,404.58,80.916,211,2.0,3.0,2.0,7.0,United Kingdom
15940,Hibernating,311,1,35.8,35.8,0,1.0,3.0,1.0,5.0,United Kingdom
15942,Hibernating,133,1,337.44,337.44,0,2.0,3.0,2.0,7.0,United Kingdom
15944,Hibernating,276,1,325.1,325.1,0,1.0,3.0,2.0,6.0,United Kingdom
15948,At Risk,8,2,955.24,477.62,35,5.0,3.0,4.0,12.0,United Kingdom
15949,At Risk,16,2,364.72,182.36,54,4.0,3.0,2.0,9.0,United Kingdom
15950,Loyal Customers,31,4,1744.71,436.1775,327,4.0,3.0,4.0,11.0,United Kingdom
15951,At Risk,8,2,708.22,354.11,276,5.0,3.0,3.0,11.0,United Kingdom
15952,Loyal Customers,33,4,781.9100000000001,195.47750000000002,191,3.0,3.0,3.0,9.0,United Kingdom
15953,Champions,15,8,1657.28,207.16,354,4.0,3.0,4.0,11.0,United Kingdom
15955,Champions,24,14,4416.26,315.44714285714286,348,4.0,3.0,5.0,12.0,United Kingdom
15957,At Risk,31,1,428.89,428.89,0,4.0,3.0,2.0,9.0,United Kingdom
15958,Hibernating,74,1,104.35000000000001,104.35000000000001,0,2.0,3.0,1.0,6.0,United Kingdom
15963,At Risk,19,2,470.76,235.38,25,4.0,3.0,3.0,10.0,United Kingdom
15965,Loyal Customers,17,4,808.87,202.2175,350,4.0,3.0,3.0,10.0,United Kingdom
15967,At Risk,23,2,397.68,198.84,295,4.0,3.0,2.0,9.0,United Kingdom
15969,At Risk,2,3,666.1,222.03333333333333,182,5.0,3.0,3.0,11.0,United Kingdom
15970,Hibernating,303,1,314.1,314.1,0,1.0,3.0,2.0,6.0,United Kingdom
15974,Loyal Customers,39,7,3442.15,491.7357142857143,249,3.0,3.0,5.0,11.0,United Kingdom
15975,Hibernating,84,1,371.01,371.01,0,2.0,3.0,2.0,7.0,United Kingdom
15976,Hibernating,165,2,427.64,213.82,54,2.0,3.0,2.0,7.0,United Kingdom
15977,At Risk,17,2,1054.73,527.365,21,4.0,3.0,4.0,11.0,United Kingdom
15978,Hibernating,77,1,1098.78,1098.78,0,2.0,3.0,4.0,9.0,United Kingdom
15981,Champions,24,8,3408.48,426.06,286,4.0,3.0,5.0,12.0,United Kingdom
15983,Loyal Customers,22,4,1465.12,366.28,351,4.0,3.0,4.0,11.0,United Kingdom
15984,Champions,2,10,2780.63,278.063,365,5.0,3.0,5.0,13.0,United Kingdom
15986,At Risk,30,1,168.12,168.12,0,4.0,3.0,1.0,8.0,United Kingdom
15987,Champions,12,7,1432.77,204.68142857142857,356,5.0,3.0,4.0,12.0,United Kingdom
15988,At Risk,19,1,156.78,156.78,0,4.0,3.0,1.0,8.0,United Kingdom
15990,Loyal Customers,44,2,792.11,396.055,243,3.0,3.0,3.0,9.0,United Kingdom
15992,At Risk,3,1,41.989999999999995,41.989999999999995,0,5.0,3.0,1.0,9.0,United Kingdom
15993,Champions,8,7,2768.97,395.5671428571428,35,5.0,3.0,5.0,13.0,United Kingdom
15994,Hibernating,54,1,414.27,414.27,0,3.0,3.0,2.0,8.0,United Kingdom
15996,Loyal Customers,88,6,1032.58,172.09666666666666,277,2.0,3.0,4.0,9.0,United Kingdom
15998,Loyal Customers,36,5,3080.22,616.044,325,3.0,3.0,5.0,11.0,United Kingdom
16003,Loyal Customers,29,5,2735.37,547.074,329,4.0,3.0,5.0,12.0,United Kingdom
16005,At Risk,12,4,578.71,144.6775,258,5.0,3.0,3.0,11.0,United Kingdom
16006,Hibernating,211,1,101.39999999999999,101.39999999999999,0,1.0,3.0,1.0,5.0,United Kingdom
16007,Loyal Customers,47,4,1693.81,423.4525,167,3.0,3.0,4.0,10.0,United Kingdom
16008,At Risk,23,3,478.78,159.59333333333333,180,4.0,3.0,3.0,10.0,United Kingdom
16009,Loyal Customers,22,4,972.11,243.0275,137,4.0,3.0,4.0,11.0,United Kingdom
16010,Hibernating,245,3,392.4,130.79999999999998,116,1.0,3.0,2.0,6.0,United Kingdom
16011,Champions,8,16,3352.96,209.56,357,5.0,3.0,5.0,13.0,United Kingdom
16012,Loyal Customers,35,3,1415.29,471.7633333333333,119,3.0,3.0,4.0,10.0,United Kingdom
16014,Loyal Customers,37,3,646.83,215.61,253,3.0,3.0,3.0,9.0,United Kingdom
16015,At Risk,3,3,704.26,234.75333333333333,45,5.0,3.0,3.0,11.0,United Kingdom
16016,Champions,3,8,1465.51,183.18875,363,5.0,3.0,4.0,12.0,United Kingdom
16017,Hibernating,47,1,211.88,211.88,0,3.0,3.0,1.0,7.0,United Kingdom
16018,At Risk,39,2,408.9,204.45,141,3.0,3.0,2.0,8.0,United Kingdom
16019,Champions,46,9,3786.2400000000002,420.6933333333334,317,3.0,3.0,5.0,11.0,United Kingdom
16020,At Risk,16,3,851.01,283.67,48,4.0,3.0,4.0,11.0,United Kingdom
16022,Hibernating,260,1,602.63,602.63,0,1.0,3.0,3.0,7.0,United Kingdom
16023,Loyal Customers,46,3,719.81,239.93666666666664,220,3.0,3.0,3.0,9.0,United Kingdom
16024,At Risk,12,1,245.75,245.75,0,5.0,3.0,2.0,10.0,United Kingdom
16025,At Risk,29,1,439.65999999999997,439.65999999999997,0,4.0,3.0,2.0,9.0,United Kingdom
16026,Hibernating,43,1,236.09,236.09,0,3.0,3.0,1.0,7.0,United Kingdom
16030,Hibernating,309,1,331.24,331.24,0,1.0,3.0,2.0,6.0,United Kingdom
16031,Hibernating,92,2,547.9,273.95,154,2.0,3.0,3.0,8.0,United Kingdom
16033,Champions,5,20,8778.82,438.941,364,5.0,3.0,5.0,13.0,United Kingdom
16034,Hibernating,196,3,437.7,145.9,136,1.0,3.0,2.0,6.0,United Kingdom
16036,Loyal Customers,87,2,758.92,379.46,176,2.0,3.0,3.0,8.0,United Kingdom
16037,Loyal Customers,269,3,855.02,285.00666666666666,88,1.0,3.0,4.0,8.0,United Kingdom
16038,At Risk,7,3,471.78000000000003,157.26000000000002,194,5.0,3.0,3.0,11.0,United Kingdom
16040,Loyal Customers,65,3,1313.55,437.84999999999997,203,3.0,3.0,4.0,10.0,United Kingdom
16042,Loyal Customers,22,5,1177.47,235.494,310,4.0,3.0,4.0,11.0,United Kingdom
16043,Loyal Customers,37,4,773.99,193.4975,280,3.0,3.0,3.0,9.0,United Kingdom
16045,Loyal Customers,119,4,1340.7,335.175,170,2.0,3.0,4.0,9.0,United Kingdom
16048,Hibernating,373,2,256.44,128.22,0,1.0,3.0,2.0,6.0,United Kingdom
16049,Loyal Customers,40,3,1074.81,358.27,34,3.0,3.0,4.0,10.0,United Kingdom
16052,Hibernating,54,1,362.06,362.06,0,3.0,3.0,2.0,8.0,United Kingdom
16054,Hibernating,145,1,783.9,783.9,0,2.0,3.0,3.0,8.0,United Kingdom
16055,Hibernating,220,1,134.8,134.8,0,1.0,3.0,1.0,5.0,United Kingdom
16056,At Risk,45,1,650.75,650.75,0,3.0,3.0,3.0,9.0,United Kingdom
16057,Champions,16,7,2263.12,323.30285714285714,268,4.0,3.0,5.0,12.0,United Kingdom
16059,Loyal Customers,65,6,1453.16,242.19333333333336,301,3.0,3.0,4.0,10.0,United Kingdom
16062,Loyal Customers,9,4,1153.62,288.405,355,5.0,3.0,4.0,12.0,United Kingdom
16063,Hibernating,260,1,335.32,335.32,0,1.0,3.0,2.0,6.0,United Kingdom
16065,Hibernating,365,1,367.14,367.14,0,1.0,3.0,2.0,6.0,United Kingdom
16066,Loyal Customers,16,5,1521.04,304.20799999999997,107,4.0,3.0,4.0,11.0,United Kingdom
16070,At Risk,22,2,852.15,426.075,9,4.0,3.0,4.0,11.0,United Kingdom
16071,Hibernating,44,1,326.24,326.24,0,3.0,3.0,2.0,8.0,United Kingdom
